,user,movie,pred_rate
0,1,7460,4.4475147737717915
1,1,2843,4.444678211740593
2,1,7099,4.443488252053679
3,1,34437,4.443393055868291
4,1,170705,4.443184912047495
5,1,44555,4.4431575081835515
6,1,27266,4.4424858503545925
7,1,31410,4.442465361422319
8,1,6016,4.441036605488685
9,1,3462,4.440851962047641
10,1,714,4.440751161329446
11,1,1281,4.4398572728239
12,1,7327,4.439549247215798
13,1,6350,4.4391320010593285
14,1,6440,4.438985987999737
15,1,8033,4.438338871191155
16,1,7396,4.438308780891148
17,1,1619,4.438222304085793
18,1,3307,4.438021898861164
19,1,7115,4.437850287643897
20,1,7323,4.437651787006814
21,1,665,4.437500917384678
22,1,8014,4.437134770816083
23,1,9010,4.437121193456419
24,1,5690,4.437014570588839
25,1,55247,4.436975069312823
26,1,2931,4.436498146511722
27,1,52952,4.436390603603092
28,1,2360,4.43597627222544
29,1,26776,4.435619523812401
30,1,5617,4.435410585904048
31,1,6433,4.43528791136678
32,1,7156,4.4351105939459385
33,1,60766,4.435033608096864
34,1,27741,4.434921030461672
35,1,4848,4.434883216152189
36,1,1260,4.434784718062725
37,1,3089,4.434687377860936
38,1,3949,4.434293968761643
39,1,55442,4.4338292368117935
40,1,4973,4.433735290938297
41,1,1809,4.433430312032447
42,1,6870,4.433241449751626
43,1,6301,4.43280055167505
44,1,55280,4.432708136966121
45,1,6214,4.432236593989563
46,1,5618,4.432012853203746
47,1,1273,4.431989029320824
48,1,7371,4.4319773582561055
49,1,5608,4.431950481592217
50,2,8778,4.0287506719324355
51,2,3987,4.028376430524184
52,2,4155,4.028296793387417
53,2,74,4.028061212958269
54,2,4795,4.027829661979367
55,2,5527,4.0278280477735455
56,2,1018,4.027258248180563
57,2,8008,4.026721506665705
58,2,3061,4.026348423918112
59,2,1006,4.026162458791638
60,2,7614,4.026153610433124
61,2,49524,4.026121112695629
62,2,36276,4.026107824499896
63,2,2227,4.02526915122896
64,2,50160,4.0251806484222605
65,2,4187,4.025093072253418
66,2,1353,4.0250532719452865
67,2,43460,4.0249370043008605
68,2,26965,4.024936548741158
69,2,6579,4.024867252670823
70,2,2996,4.024863274465629
71,2,7050,4.024803824178427
72,2,1937,4.024775145851177
73,2,8492,4.024548689887634
74,2,2927,4.024362652628412
75,2,7297,4.024332072782171
76,2,116,4.024310700693403
77,2,934,4.024263732903932
78,2,5415,4.024248634631671
79,2,7618,4.024199845801554
80,2,3211,4.024198424019454
81,2,5873,4.024128436850623
82,2,4476,4.0240803898083
83,2,6584,4.02398177888045
84,2,7888,4.023940078099145
85,2,4801,4.023874957438049
86,2,668,4.023856379126683
87,2,42018,4.023787612194891
88,2,7883,4.023607450851073
89,2,8482,4.023607450851073
90,2,8521,4.023607450851073
91,2,6732,4.023545545666458
92,2,3093,4.0234257576880115
93,2,2205,4.023415203545608
94,2,2847,4.02334083165857
95,2,8121,4.023333402353285
96,2,4976,4.023228503392008
97,2,1936,4.023185142577719
98,2,3971,4.023097653172697
99,2,3368,4.023087869325612
100,3,113345,3.5088652430378455
101,3,91660,3.5082648473498983
102,3,7562,3.5076068385637296
103,3,26391,3.5076068385637296
104,3,27426,3.5076068385637296
105,3,58826,3.5076068385637296
106,3,71910,3.5076068385637296
107,3,79868,3.5076068385637296
108,3,80162,3.5076068385637296
109,3,93598,3.5076068385637296
110,3,97988,3.5076068385637296
111,3,102802,3.5076068385637296
112,3,160341,3.5076068385637296
113,3,100810,3.5061818006695207
114,3,3945,3.5054114353607924
115,3,4497,3.5054114353607924
116,3,6009,3.5054114353607924
117,3,7202,3.5054114353607924
118,3,26498,3.5054114353607924
119,3,27491,3.5054114353607924
120,3,27746,3.5054114353607924
121,3,27778,3.5054114353607924
122,3,47937,3.5054114353607924
123,3,48150,3.5054114353607924
124,3,56620,3.5054114353607924
125,3,61692,3.5054114353607924
126,3,63768,3.5054114353607924
127,3,71341,3.5054114353607924
128,3,73676,3.5054114353607924
129,3,73741,3.5054114353607924
130,3,75389,3.5054114353607924
131,3,82641,3.5054114353607924
132,3,88327,3.5054114353607924
133,3,93193,3.5054114353607924
134,3,97701,3.5054114353607924
135,3,102070,3.5054114353607924
136,3,103085,3.5054114353607924
137,3,105801,3.5054114353607924
138,3,107436,3.5054114353607924
139,3,112727,3.5054114353607924
140,3,113780,3.5054114353607924
141,3,114707,3.5054114353607924
142,3,130050,3.5054114353607924
143,3,139511,3.5054114353607924
144,3,139655,3.5054114353607924
145,3,142366,3.5054114353607924
146,3,147662,3.5054114353607924
147,3,160836,3.5054114353607924
148,3,122884,3.504981502383378
149,3,107997,3.504391413046664
150,4,6301,3.654889167157895
151,4,6774,3.6532921527379187
152,4,6063,3.652011238576031
153,4,522,3.65122932463566
154,4,6440,3.6506907029013633
155,4,735,3.6488068322296074
156,4,7132,3.6481340396798716
157,4,47465,3.6480366441285623
158,4,6662,3.64800750285126
159,4,5291,3.647311292597228
160,4,3424,3.6472133063997543
161,4,3246,3.646822781615219
162,4,1611,3.6467534637182206
163,4,4754,3.6461243523204585
164,4,2730,3.6460759810188392
165,4,2318,3.645673374697734
166,4,27741,3.645540979002007
167,4,1594,3.6455040461101174
168,4,1178,3.6453842906009273
169,4,5690,3.645265935495346
170,4,3504,3.644858688407541
171,4,3468,3.644450913525692
172,4,52952,3.644359605678371
173,4,3038,3.6442420900192216
174,4,1260,3.6441269363920976
175,4,1273,3.6439489312652666
176,4,1300,3.6438944170490064
177,4,6552,3.6438179482204553
178,4,909,3.6436476857871223
179,4,5530,3.6435668288519816
180,4,3735,3.6435112463316837
181,4,5628,3.6434904087722138
182,4,2691,3.643441635570511
183,4,4211,3.643162863699823
184,4,4738,3.643140435083461
185,4,4378,3.643041522603926
186,4,4640,3.642902139556997
187,4,3198,3.6426810564715675
188,4,3134,3.642674356968768
189,4,2022,3.6426376531895817
190,4,7013,3.642474498959253
191,4,2966,3.6423911331630414
192,4,3006,3.642362523313832
193,4,4546,3.6423351786336693
194,4,1635,3.6422850181718367
195,4,4345,3.6422516128038853
196,4,7698,3.64218893542335
197,4,96488,3.642104190882177
198,4,1189,3.6421013465234293
199,4,2130,3.6420890936370713
200,5,27722,3.967697882426855
201,5,6063,3.8971193592911444
202,5,52952,3.8823013803262767
203,5,6301,3.8679968739235515
204,5,96488,3.8652538949015516
205,5,3943,3.8589346387835777
206,5,174055,3.8575298241635134
207,5,50804,3.8418403037493767
208,5,7981,3.8374693214421787
209,5,735,3.8354567552568106
210,5,1178,3.8352457996140306
211,5,6440,3.832328251208038
212,5,6774,3.8322655377405965
213,5,77455,3.831977631410183
214,5,85774,3.8306195845687494
215,5,7460,3.8276571955616157
216,5,47465,3.8265202433028485
217,5,1273,3.824234434463635
218,5,26242,3.817633910034486
219,5,522,3.817471082786983
220,5,46572,3.8172477679333503
221,5,4437,3.8128467203338365
222,5,5530,3.810012382403231
223,5,8914,3.8091044408850827
224,5,5690,3.808688731230755
225,5,6662,3.806604533444134
226,5,7587,3.805281215818908
227,5,7115,3.803663622083618
228,5,5646,3.8028617336122754
229,5,1209,3.802360929625053
230,5,3521,3.8012599715769424
231,5,3424,3.8011983346332703
232,5,3246,3.798362857947521
233,5,6001,3.7968308922826015
234,5,3425,3.79477383962711
235,5,163645,3.793961369322808
236,5,3925,3.7912793795306174
237,5,7132,3.7910615543191453
238,5,4640,3.790943760023239
239,5,5915,3.78947597060301
240,5,4450,3.788511940205028
241,5,7419,3.7878801839129577
242,5,4902,3.7877197046771496
243,5,4020,3.7875037702951437
244,5,965,3.787185805142632
245,5,5628,3.7871730508914823
246,5,5291,3.787019424356296
247,5,6867,3.786558806896257
248,5,3553,3.78646273118203
249,5,4378,3.7864040479494476
250,6,4239,3.6004098073236444
251,6,6711,3.5997594544166414
252,6,5669,3.599348060028024
253,6,3000,3.5989597565001317
254,6,4720,3.59882491411055
255,6,4979,3.596840520676601
256,6,30707,3.5958053148862756
257,6,7147,3.5951866936325447
258,6,44195,3.5933153447037793
259,6,5618,3.5933073687991106
260,6,6870,3.593106498838916
261,6,8464,3.5926993711711632
262,6,4023,3.5925444365586037
263,6,2291,3.5923249185667387
264,6,46578,3.5921278546355135
265,6,30812,3.5917292299126267
266,6,41997,3.5913391285780416
267,6,3751,3.5910882433581244
268,6,7090,3.590726130071926
269,6,1682,3.5900221410839066
270,6,8784,3.5898864794186736
271,6,3897,3.5894912493929065
272,6,47610,3.589174982566855
273,6,5971,3.5886404490050623
274,6,40819,3.588602769083185
275,6,46976,3.5884545357654383
276,6,46723,3.588006930352086
277,6,3408,3.587650337482866
278,6,4027,3.5870216183203123
279,6,30793,3.586804155589779
280,6,33166,3.586790413595403
281,6,3967,3.5866688619534344
282,6,2340,3.5864532538159417
283,6,39183,3.586263860390382
284,6,4022,3.5855569667531833
285,6,5995,3.5851466000518255
286,6,5810,3.5851437252374554
287,6,44199,3.585128210869202
288,6,3911,3.584601872293072
289,6,4014,3.5842266528087947
290,6,5816,3.583739921673093
291,6,30749,3.5837366782677327
292,6,26662,3.583680681470125
293,6,37729,3.583643809474205
294,6,4896,3.5835977734312614
295,6,4995,3.5832514295939126
296,6,4310,3.583213884137751
297,6,31658,3.583113337216687
298,6,4963,3.583044648427953
299,6,4246,3.582898054571641
300,7,6460,3.44899453105397
301,7,6461,3.4478777859241205
302,7,678,3.4477087411617213
303,7,1238,3.4461494889069
304,7,4021,3.4457115062677137
305,7,1964,3.443328664159239
306,7,2747,3.4429936327205195
307,7,2917,3.441738716323145
308,7,3204,3.440928037807565
309,7,523,3.4398825870089724
310,7,2346,3.4392720438406337
311,7,3445,3.437777386892182
312,7,7123,3.4375270953663883
313,7,1295,3.43547941938509
314,7,3576,3.4351855937525535
315,7,85,3.435085334169716
316,7,2349,3.434581851887597
317,7,1392,3.4336792781317573
318,7,1132,3.433016043631957
319,7,3813,3.432780784408121
320,7,4178,3.432763881182705
321,7,3062,3.432598994169773
322,7,2956,3.432469258207677
323,7,456,3.4320124500580764
324,7,4406,3.4318681124216774
325,7,942,3.431569233212992
326,7,3221,3.431190239568526
327,7,3529,3.430897512091335
328,7,1131,3.430132306334517
329,7,2648,3.4295542044558625
330,7,1056,3.429511311040987
331,7,1346,3.4294817811650233
332,7,1648,3.4290432236228012
333,7,2988,3.428415143397464
334,7,1395,3.427987933198286
335,7,4605,3.425896004926258
336,7,1150,3.425521780405348
337,7,2731,3.42455216133855
338,7,3068,3.4243922334762824
339,7,2024,3.4241122763268614
340,7,3091,3.424061116755316
341,7,3741,3.4240511242931255
342,7,1924,3.423779903278545
343,7,1480,3.42279354601033
344,7,1192,3.422415665844853
345,7,3732,3.4223875653287634
346,7,334,3.4223721968560796
347,7,3685,3.422291231187823
348,7,541,3.4222527880384668
349,7,2344,3.4219583318753646
350,8,3943,3.837190968909078
351,8,7587,3.8190747623765136
352,8,7460,3.8129305423684476
353,8,61236,3.8043699494976
354,8,8838,3.7994428990664906
355,8,4794,3.7981893136641465
356,8,7419,3.785600710430109
357,8,6214,3.782405851828418
358,8,714,3.7784166218094253
359,8,7115,3.7773122651571565
360,8,6001,3.7758079395772
361,8,32898,3.775757703745899
362,8,58425,3.775457203768668
363,8,1273,3.7726733026399133
364,8,55280,3.772000398125951
365,8,27722,3.7707003940465778
366,8,2925,3.769584926735897
367,8,60766,3.7672755667570494
368,8,3925,3.7650993062057228
369,8,1232,3.763946920984533
370,8,1209,3.76336664692336
371,8,1279,3.7582811936344656
372,8,1202,3.7576004388763153
373,8,7206,3.7571516084574488
374,8,49932,3.756442363198298
375,8,26578,3.755778658710849
376,8,97,3.7542075132351718
377,8,64993,3.7527679413478285
378,8,2810,3.7521942963186348
379,8,3415,3.7483889555985095
380,8,56782,3.7443502207004977
381,8,1289,3.743985219736099
382,8,3553,3.743455526118913
383,8,7063,3.74300693748971
384,8,7209,3.7423279446340603
385,8,123,3.7416193047291646
386,8,27563,3.740665524616388
387,8,4437,3.7403018146788356
388,8,27773,3.7393349978462727
389,8,66371,3.738463422562071
390,8,134170,3.738201376583041
391,8,8656,3.737157135024185
392,8,69134,3.7370638504362046
393,8,86320,3.7364311788710967
394,8,168250,3.736200769735518
395,8,26131,3.736070651455284
396,8,6063,3.734518698135049
397,8,3089,3.7340409739606595
398,8,3266,3.7334007158965004
399,8,134214,3.732675417401735
400,9,1704,3.6585335797438505
401,9,1961,3.6454669832711817
402,9,1682,3.642630598525747
403,9,4226,3.6408883274523194
404,9,3996,3.6397894634461005
405,9,4027,3.632847352449349
406,9,1246,3.6306936905445824
407,9,2324,3.6300989527744587
408,9,2329,3.628283809012471
409,9,3949,3.628173484367772
410,9,7361,3.6272719388160577
411,9,3147,3.6272621353597874
412,9,1721,3.6256245710529877
413,9,4973,3.621522757679547
414,9,5618,3.617202437361525
415,9,6870,3.6154023653130163
416,9,5669,3.6146576440789433
417,9,4995,3.6123669768255118
418,9,4878,3.6119976728201904
419,9,4306,3.608377875534027
420,9,4223,3.607879934444373
421,9,1203,3.607761248471451
422,9,6874,3.6075481874184927
423,9,2959,3.607536797374104
424,9,7438,3.6072478131980414
425,9,4022,3.607178183615323
426,9,48516,3.602681399298476
427,9,6016,3.6024825451526645
428,9,1207,3.600543640862475
429,9,4034,3.5986572119584825
430,9,1619,3.598502572993834
431,9,48394,3.597610684479117
432,9,2692,3.5974728563578724
433,9,30749,3.596985936278654
434,9,778,3.596883804480949
435,9,1193,3.5966398842340412
436,9,7153,3.596223819732116
437,9,31658,3.595787238856906
438,9,431,3.594526729549689
439,9,6350,3.5913638552013176
440,9,2858,3.591156177528846
441,9,2291,3.5900158733006093
442,9,8873,3.5896947431209862
443,9,4963,3.5894923015140296
444,9,3000,3.5891624766628594
445,9,1835,3.5886518752218803
446,9,7147,3.5885839771264654
447,9,1258,3.588576168303445
448,9,6377,3.5883336113140873
449,9,5995,3.5879688517050066
450,10,4141,3.344838840996713
451,10,33677,3.344423938216855
452,10,5941,3.3440221092210054
453,10,48520,3.343741811077916
454,10,33495,3.3437380216609203
455,10,43917,3.3437315328826926
456,10,42728,3.343616305678191
457,10,49910,3.3434778998333603
458,10,51575,3.3434099187267616
459,10,5480,3.3433209743057635
460,10,7379,3.343313176959635
461,10,58839,3.343303838543649
462,10,34334,3.3432527245935084
463,10,27837,3.3432028019782556
464,10,4900,3.3431250905342713
465,10,4721,3.342910271338543
466,10,52712,3.342611537828987
467,10,8362,3.342418428556423
468,10,5108,3.3423432054884596
469,10,48161,3.3422927927335784
470,10,58876,3.342095745701785
471,10,5524,3.3419657233197753
472,10,2888,3.3419026729111714
473,10,49793,3.341863086838529
474,10,31225,3.341808612392742
475,10,7161,3.3417087436218025
476,10,8836,3.341685635764944
477,10,33672,3.3416282505399586
478,10,40339,3.341584877582933
479,10,56379,3.3415393158152877
480,10,43556,3.3414861571816665
481,10,66665,3.3414722816235876
482,10,6374,3.34147057759344
483,10,47122,3.3414054452016724
484,10,7257,3.3413339837061615
485,10,55768,3.3412195788119243
486,10,37739,3.341012596608089
487,10,4248,3.3408914663996745
488,10,49824,3.340884876680255
489,10,5296,3.3408654590485107
490,10,8908,3.340835852317628
491,10,44840,3.3408348364725953
492,10,55267,3.340821023664167
493,10,5159,3.340779901137653
494,10,4649,3.340709419459029
495,10,41573,3.340355768595173
496,10,4265,3.3403479927410453
497,10,50158,3.3402449513595984
498,10,5563,3.3402404916621715
499,10,5106,3.3401718916439695
500,11,8033,4.157658969356287
501,11,665,4.157033058547394
502,11,2931,4.15110949153692
503,11,6433,4.150769691913606
504,11,2843,4.147401136360331
505,11,9010,4.147314760891089
506,11,27266,4.1455087122916465
507,11,40955,4.143243420618107
508,11,7396,4.134745046036535
509,11,30803,4.13455401462778
510,11,8014,4.132292485905185
511,11,170705,4.127275952566366
512,11,3307,4.126069528200817
513,11,55442,4.125004424175331
514,11,31410,4.123802537600606
515,11,8724,4.1219023519530715
516,11,48997,4.12000440558934
517,11,935,4.119441977914375
518,11,6777,4.117153562779973
519,11,27803,4.115326117646479
520,11,7327,4.115061883359521
521,11,27186,4.114977414526928
522,11,3822,4.114383152005561
523,11,44555,4.113658277676504
524,11,3569,4.1124899063363305
525,11,8748,4.1124899063363305
526,11,7256,4.110689200525943
527,11,27834,4.108623192530086
528,11,48744,4.103921091817884
529,11,8973,4.103895241736338
530,11,7156,4.103557754585128
531,11,5608,4.103521349650719
532,11,1281,4.1027399113894605
533,11,6985,4.101627280014862
534,11,6869,4.0994173639138864
535,11,5613,4.099376731824251
536,11,8254,4.0991229067518775
537,11,6350,4.099118654653874
538,11,3306,4.096047914888031
539,11,48638,4.0959721562246685
540,11,50842,4.094614381865683
541,11,7486,4.09372977251121
542,11,27741,4.093444704290498
543,11,4383,4.093383363069765
544,11,27815,4.092655573750763
545,11,34437,4.088598308992205
546,11,3310,4.088592587937022
547,11,3553,4.087061174658301
548,11,5319,4.086756204028249
549,11,55069,4.0856873137386
550,12,95654,4.586823367603152
551,12,118888,4.58587768313663
552,12,64034,4.577787771651783
553,12,26903,4.5775681487566775
554,12,159817,4.576452034847661
555,12,171011,4.57620853322625
556,12,63062,4.575212212001704
557,12,67788,4.574598134635334
558,12,2495,4.5739602745761125
559,12,6763,4.57395312921954
560,12,117533,4.573826066166307
561,12,120478,4.57318858751047
562,12,26340,4.572908248894124
563,12,100553,4.5727952560439595
564,12,69529,4.571356153048991
565,12,100383,4.570425537634867
566,12,1111,4.570251191967721
567,12,101962,4.570160402241839
568,12,177593,4.569925467812021
569,12,99149,4.5699120430169575
570,12,85736,4.568956834077662
571,12,60950,4.568411066176261
572,12,69644,4.568389820251962
573,12,89774,4.5679815426568275
574,12,99145,4.567122756097164
575,12,42191,4.566022220292452
576,12,58425,4.565575105944352
577,12,117881,4.5652318615682725
578,12,64716,4.564926743760682
579,12,32657,4.5644196055900546
580,12,137337,4.564031080891938
581,12,127052,4.563829948122677
582,12,90647,4.563223137057729
583,12,71033,4.562416560343077
584,12,26183,4.562068233013377
585,12,96020,4.561669421691154
586,12,65261,4.561028363343061
587,12,150548,4.560891105222292
588,12,133712,4.560306141257266
589,12,83132,4.558660093779449
590,12,51037,4.558360501451784
591,12,62439,4.55825035215813
592,12,112006,4.558217753172303
593,12,26184,4.557460950175132
594,12,3553,4.557068324059044
595,12,107141,4.556541117283191
596,12,25771,4.556069658910655
597,12,163645,4.5558577542285335
